"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.056930992E0,-1.608901978E0,9.361328125E0,1.771713257E0,9.662401239E0
1.061966392E0,-1.781280518E0,9.567230225E0,1.599319458E0,9.862184199E0
1.067001793E0,-1.757339478E0,9.758773804E0,1.532287598E0,1.003343478E1
1.072006676E0,-1.685516357E0,9.883270264E0,1.441314697E0,1.012903670E1
1.077042076E0,-1.546661377E0,9.974243164E0,1.355117798E0,1.018400866E1
1.082077476E0,-1.326385498E0,1.001255798E1,1.240203857E0,1.017588922E1
1.087082359E0,-1.000778198E0,1.001255798E1,1.182739258E0,1.013171982E1
1.092117760E0,-7.182617188E-1,9.983825684E0,1.187530518E0,1.007982658E1
1.097153160E0,-4.501037598E-1,9.935943604E0,1.225830078E0,1.002138853E1
1.102188560E0,-1.580200195E-1,9.907211304E0,1.335968018E0,9.998130660E0
1.107193443E0,8.140563965E-2,9.830596924E0,1.450881958E0,9.937420249E0
1.112228843E0,2.968750000E-1,9.768341064E0,1.561019897E0,9.896737090E0
1.117264244E0,4.405364990E-1,9.677368164E0,1.580169678E0,9.815419665E0
1.122269127E0,5.171508789E-1,9.581588745E0,1.580169678E0,9.724773731E0
1.127304527E0,5.506591797E-1,9.495407104E0,1.565811157E0,9.639385156E0
1.132339927E0,5.889739990E-1,9.437942505E0,1.527496338E0,9.578877500E0
1.137375328E0,5.841827393E-1,9.394851685E0,1.460464478E0,9.525621457E0
1.142380211E0,5.602416992E-1,9.375701904E0,1.436523438E0,9.501644939E0
1.147415611E0,4.884185791E-1,9.380477905E0,1.388641357E0,9.495274786E0
1.152451011E0,3.160400391E-1,9.428359985E0,1.393432617E0,9.536011104E0
1.157486412E0,1.340789795E-1,9.509765625E0,1.422149658E0,9.616450960E0
1.162491295E0,-6.225585938E-2,9.662994385E0,1.541870117E0,9.785433037E0
1.167526695E0,-2.154846191E-1,9.849746704E0,1.613693237E0,9.983383676E0
1.172562095E0,-3.974304199E-1,1.000776672E1,1.709457397E0,1.016049164E1
1.177566978E0,-6.272735596E-1,1.011311340E1,1.896209717E0,1.030845023E1
1.182602379E0,-8.906402588E-1,1.017535400E1,2.025497437E0,1.041315077E1
1.187637779E0,-1.077392578E0,1.017056274E1,1.982406616E0,1.041782402E1
1.192673179E0,-1.206680298E0,1.011311340E1,1.891418457E0,1.035898662E1
1.197678062E0,-1.139633179E0,1.006523132E1,1.738189697E0,1.027759450E1
1.202713463E0,-9.864044189E-1,1.002212524E1,1.584960938E0,1.019451270E1
1.207748863E0,-8.379669189E-1,9.959884644E0,1.584960938E0,1.011996007E1
1.212784263E0,-6.033325195E-1,9.902420044E0,1.608901978E0,1.005039792E1
1.217789146E0,-3.926544189E-1,9.897628784E0,1.699890137E0,1.005021689E1
1.222824547E0,-1.771697998E-1,9.897628784E0,1.819595337E0,1.006505697E1
1.227859947E0,-7.182312012E-2,9.931152344E0,1.958450317E0,1.012267124E1
1.232895347E0,4.788208008E-2,1.005085754E1,2.140411377E0,1.027635105E1
1.237900230E0,2.011108398E-1,1.017535400E1,2.197875977E0,1.041196108E1
1.242935631E0,3.112487793E-1,1.043872070E1,2.197875977E0,1.067213308E1
1.247971031E0,2.729339600E-1,1.078826904E1,2.154785156E0,1.100474175E1
1.252975914E0,3.160400391E-1,1.123838806E1,2.154785156E0,1.144746027E1
1.258011314E0,4.357452393E-1,1.176510620E1,2.082962036E0,1.195601642E1
1.263046715E0,3.734893799E-1,1.233493042E1,2.217025757E0,1.253815002E1
1.268082115E0,7.182312012E-2,1.280418396E1,1.896209717E0,1.294402939E1
1.273086998E0,-5.506591797E-1,1.312022400E1,8.571166992E-1,1.315971703E1
1.278122398E0,-1.297653198E0,1.335006714E1,-6.512298584E-1,1.342878612E1
1.283157799E0,-1.944091797E0,1.359428406E1,-1.939300537E0,1.386884777E1
1.288193199E0,-2.293640137E0,1.387680054E1,-2.719818115E0,1.432563398E1
1.293198082E0,-2.360687256E0,1.401565552E1,-2.983169556E0,1.452276642E1
1.298233482E0,-2.202667236E0,1.400607300E1,-2.858673096E0,1.446353469E1
1.303268883E0,-1.905792236E0,1.376666260E1,-2.647979736E0,1.414796239E1
1.308273765E0,-1.666366577E0,1.334049988E1,-2.418136597E0,1.365990846E1
1.313309166E0,-1.580169678E0,1.273236084E1,-2.097320557E0,1.300033470E1
1.318344566E0,-1.446090698E0,1.200932312E1,-1.570602417E0,1.219761502E1
1.323379967E0,-1.264144897E0,1.124795532E1,-9.337310791E-1,1.135721863E1
1.328384849E0,-1.130065918E0,1.052012634E1,-2.154846191E-1,1.058284181E1
1.333420250E0,-1.225830078E0,9.902420044E0,4.022216797E-1,9.986108571E0
1.338455650E0,-1.331176758E0,9.437942505E0,9.672546387E-1,9.580311677E0
1.343491051E0,-1.364700317E0,9.299072266E0,1.240203857E0,9.480150714E0
1.348495933E0,-1.431732178E0,9.332595825E0,1.292861938E0,9.529884252E0
1.353531334E0,-1.613693237E0,9.390060425E0,1.201889038E0,9.603217060E0
1.358566734E0,-1.963241577E0,9.452316284E0,9.528961182E-1,9.700959315E0
1.363602135E0,-2.264907837E0,9.485824585E0,5.219421387E-1,9.766427144E0
1.368607017E0,-2.619262695E0,9.471466064E0,2.394104004E-2,9.826992401E0
1.373642418E0,-2.825164795E0,9.442733765E0,-4.501037598E-1,9.866578458E0
1.378677818E0,-2.935287476E0,9.385269165E0,-8.954315186E-1,9.874258831E0
1.383682701E0,-2.896987915E0,9.284713745E0,-1.125274658E0,9.791051596E0
1.388718101E0,-2.729385376E0,9.217681885E0,-1.187530518E0,9.686352904E0
1.393753502E0,-2.432510376E0,9.126693726E0,-1.158798218E0,9.516115720E0
1.398788902E0,-2.087738037E0,9.030929565E0,-9.289550781E-1,9.315540589E0
1.403793785E0,-1.642425537E0,8.944732666E0,-7.086791992E-1,9.121843581E0
1.408829185E0,-1.197097778E0,8.844177246E0,-4.644775391E-1,8.936904030E0
1.413864586E0,-7.134704590E-1,8.757995605E0,-2.777252197E-1,8.791396841E0
1.418899986E0,-2.346343994E-1,8.705322266E0,1.435852051E-2,8.708495577E0
1.423904869E0,1.723785400E-1,8.681381226E0,2.298431396E-1,8.686133905E0
1.428940269E0,4.644775391E-1,8.686157227E0,4.548950195E-1,8.710453273E0
1.433975670E0,8.236083984E-1,8.757995605E0,6.368560791E-1,8.819660055E0
1.438980552E0,1.206680298E0,8.848968506E0,7.469940186E-1,8.962048930E0
1.444015953E0,1.532287598E0,8.944732666E0,7.852935791E-1,9.108942516E0
1.449051353E0,1.776504517E0,9.016571045E0,6.799468994E-1,9.215033884E0
1.454086754E0,2.044647217E0,9.069229126E0,4.118041992E-1,9.305970228E0
1.459091636E0,2.279281616E0,9.107543945E0,6.225585938E-2,9.388629143E0
1.464127037E0,2.461242676E0,9.179367065E0,-2.489929199E-1,9.506865556E0
1.469162437E0,2.585739136E0,9.275131226E0,-4.501037598E-1,9.639330865E0
1.474197838E0,2.667144775E0,9.394851685E0,-5.267181396E-1,9.780303238E0
1.479202720E0,2.638412476E0,9.466674805E0,-5.075683594E-1,9.840567966E0
1.484238121E0,2.494750977E0,9.519348145E0,-4.644775391E-1,9.851777044E0
1.489273521E0,2.240966797E0,9.528930664E0,-4.740447998E-1,9.800365823E0
1.494308922E0,2.044647217E0,9.495407104E0,-5.554504395E-1,9.728918928E0
1.499313804E0,1.896209717E0,9.481033325E0,-5.363006592E-1,9.683657501E0
1.504349205E0,1.671157837E0,9.485824585E0,-4.548950195E-1,9.642643105E0
1.509384605E0,1.431732178E0,9.524139404E0,-3.878631592E-1,9.638958774E0
