"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.588806962E0,-8.810729980E-1,9.433151245E0,1.891418457E0,9.661164310E0
1.593842362E0,-1.005569458E0,9.433151245E0,1.867477417E0,9.668659899E0
1.598847245E0,-1.086975098E0,9.409210205E0,1.766921997E0,9.635183698E0
1.603882645E0,-1.077392578E0,9.375701904E0,1.618484497E0,9.575179008E0
1.608918046E0,-1.154006958E0,9.318237305E0,1.484405518E0,9.506036938E0
1.613922928E0,-1.201889038E0,9.279922485E0,1.484405518E0,9.474437099E0
1.618958329E0,-1.125274658E0,9.222457886E0,1.470046997E0,9.406434536E0
1.623993729E0,-1.106124878E0,9.165008545E0,1.479614258E0,9.349339668E0
1.629029130E0,-9.624633789E-1,9.150634766E0,1.556228638E0,9.331789750E0
1.634034012E0,-7.230529785E-1,9.160217285E0,1.570602417E0,9.321972875E0
