"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.444263980E0,8.140563965E-2,1.199494934E1,-3.658340454E0,1.254068943E1
1.449299381E0,8.140563965E-2,1.213859558E1,-3.639190674E0,1.267264133E1
1.454304263E0,1.101379395E-1,1.221520996E1,-3.586517334E0,1.273132324E1
1.459339664E0,1.963195801E-1,1.221520996E1,-3.490753174E0,1.270571735E1
1.464375064E0,3.543395996E-1,1.214338684E1,-3.342300415E0,1.259993542E1
1.469410465E0,5.171508789E-1,1.199015808E1,-3.126831055E0,1.240195179E1
1.474415347E0,6.751708984E-1,1.178904724E1,-2.868255615E0,1.215172337E1
1.479450748E0,8.619079590E-1,1.149696350E1,-2.638412476E0,1.182726830E1
1.484486148E0,9.576873779E-1,1.112345886E1,-2.355895996E0,1.141046660E1
1.489491031E0,1.039077759E0,1.072123718E1,-2.116470337E0,1.097743394E1
1.494526431E0,1.106124878E0,1.028549194E1,-1.862686157E0,1.051115867E1
1.499561832E0,1.115692139E0,9.844955444E0,-1.608901978E0,1.003775285E1
1.504597232E0,1.043869019E0,9.409210205E0,-1.355117798E0,9.563432619E0
1.509602115E0,1.015136719E0,9.002197266E0,-1.077392578E0,9.123093386E0
1.514637515E0,9.193725586E-1,8.628707886E0,-8.523406982E-1,8.719307905E0
1.519672916E0,8.188171387E-1,8.283935547E0,-6.847381592E-1,8.352419769E0
1.524708316E0,6.895294189E-1,7.967910767E0,-5.363006592E-1,8.015651639E0
1.529713199E0,5.889739990E-1,7.699752808E0,-4.165954590E-1,7.733474992E0
1.534748599E0,4.788360596E-1,7.469909668E0,-4.022216797E-1,7.496040068E0
1.539784000E0,4.405364990E-1,7.335830688E0,-3.495483398E-1,7.357354711E0
1.544788883E0,2.777252197E-1,7.216125488E0,-2.920989990E-1,7.227372980E0
1.549824283E0,2.202606201E-1,7.153869629E0,-3.064575195E-1,7.163817531E0
1.554859683E0,1.915435791E-1,7.139511108E0,-3.687133789E-1,7.151591247E0
1.559895084E0,1.101379395E-1,7.144302368E0,-4.501037598E-1,7.159314219E0
1.564899967E0,7.182312012E-2,7.201751709E0,-5.315093994E-1,7.221695679E0
1.569935367E0,4.788208008E-2,7.283157349E0,-6.464385986E-1,7.311946151E0
1.574970767E0,9.576416016E-2,7.412445068E0,-7.469940186E-1,7.450604857E0
1.580006168E0,1.244964600E-1,7.556106567E0,-8.475494385E-1,7.604510890E0
1.585011051E0,1.532287598E-1,7.704544067E0,-9.481048584E-1,7.764172922E0
1.590046451E0,2.202606201E-1,7.867340088E0,-1.000778198E0,7.933795548E0
1.595081851E0,2.537841797E-1,8.030151367E0,-1.125274658E0,8.112581614E0
1.600117252E0,3.208160400E-1,8.188171387E0,-1.201889038E0,8.282125986E0
1.605122135E0,3.926544189E-1,8.346191406E0,-1.264144897E0,8.450511866E0
